Term IRI	Term label	Parent term IRI	Parent term label	Alternative term	Definition
http://purl.obolibrary.org/obo/UBERON_0002465	lymphoid system	http://purl.obolibrary.org/obo/UBERON_0000467	anatomical system		The lymphatic system in vertebrates is a network of conduits that carry a clear fluid called lymph. It also includes the lymphoid tissue through which the lymph travels. Lymphoid tissue is found in many organs, particularly the lymph nodes, and in the lymphoid follicles associated with the digestive system such as the tonsils. The system also includes all the structures dedicated to the circulation and production of lymphocytes, which includes the spleen, thymus, bone marrow and the lymphoid tissue associated with the digestive system[WP].
http://purl.obolibrary.org/obo/UBERON_0002481	bone tissue	http://purl.obolibrary.org/obo/UBERON_0004755	skeletal tissue		Skeletal tissue with a collagen-rich extracellular matrix vascularized, mineralized with hydroxyapatite and typically including osteocytes located in lacunae that communicate with one another by cell processes (in canaliculi). Bone is deposited by osteoblasts.
http://purl.obolibrary.org/obo/UBERON_0002506	iris epithelium	http://purl.obolibrary.org/obo/UBERON_0015808	eye epithelium		An epithelium that is part of a iris [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0002532	epiblast (generic)	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		In amniote animal embryology, the epiblast is a tissue type derived either from the inner cell mass in mammals or the blastodisc in birds and reptiles. It lies above the hypoblast. In mammalian embryogenesis, the columnar cells of the epiblast are adjacent to the trophoblast, while the cuboidal cells of the hypoblast are closer to the blastocoele. The epiblast, whilst referred to as the primary ectoderm, differentiates to form all three layers of the trilaminar germ disc in a process called gastrulation[WP]. The outer of the two layers of the blastoderm that form during gastrulation, corresponding to primitive ectoderm during gastrulation and to the definitive ectoderm after gastrulation[ZFA].
http://purl.obolibrary.org/obo/UBERON_0002535	gill	http://purl.obolibrary.org/obo/UBERON_0000062	organ		Anatomical surface structure found in many aquatic organisms. It is a respiration organ whose function is the extraction of oxygen from water and the excretion of carbon dioxide. The microscopic structure of a gill is such that it presents a very large surface area to the external environment. Gills usually consist of thin filaments of tissue, branches, or slender tufted processes which have a highly folded surface to increase surface area. A high surface area is crucial to the gas exchange of aquatic organisms as water contains only 1/20 parts dissolved Oxygen compared to air. With the exception of some aquatic insects, the filaments and lamellae (folds) contain blood or coelomic fluid, from which gases are exchanged through the thin walls. Oxygen is carried by the blood to other parts of the body. Carbon dioxide passes from the blood through the thin gill tissue into the water. Gills or gill-like organs, located in different parts of the body, are found in various groups of aquatic animals, including mollusks, crustaceans, insects, fish, and amphibians.
http://purl.obolibrary.org/obo/UBERON_0002539	pharyngeal arch	http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest		One of a series of paired bulges that develop along the lateral walls of the foregut. The pharyngeal arches have developmental contributions from endoderm, mesoderm, and neural crest cells and are separated by anterior lateral endoderm out-pockets known as pharyngeal pouches.
http://purl.obolibrary.org/obo/UBERON_0002546	cranial placode	http://purl.obolibrary.org/obo/UBERON_0005085	ectodermal placode		Ectodermal placode that develops in the head into a part of the sensory nervous system. With a few exceptions (lens, adenohypophyseal), cranial placodes are neurogenic.
http://purl.obolibrary.org/obo/UBERON_0002553	anatomical cavity	http://purl.obolibrary.org/obo/UBERON_0000464	anatomical space		Anatomical space which contains portions of one or more body substances and is bounded by the internal surface of one maximally connected anatomical structure. Examples: cranial cavity, pharyngeal recess space, nasal cavity, tooth socket, cavity of serous sac, lumen of stomach, lumen of artery, fornix of vagina.
http://purl.obolibrary.org/obo/UBERON_0002616	regional part of brain	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		Anatomical divisons of the brain according to one or more criteria, e.g. cytoarchitectural, gross anatomy. Parts may be contiguous in 3D or not, e.g., basal ganglia.
http://purl.obolibrary.org/obo/UBERON_0003037	septum	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		A wall, dividing a cavity or structure into smaller ones[WP].
http://purl.obolibrary.org/obo/UBERON_0003056	pre-chordal neural plate	http://purl.obolibrary.org/obo/UBERON_0005291	embryonic tissue		The portion of neural plate anterior to the mid-hindbrain junction.
http://purl.obolibrary.org/obo/UBERON_0003059	presomitic mesoderm	http://purl.obolibrary.org/obo/UBERON_0006598	presumptive structure		Unsegmented field of paraxial mesoderm present posterior to the most recently formed somite pair, from which somites will form.
http://purl.obolibrary.org/obo/UBERON_0003061	blood island	http://purl.obolibrary.org/obo/UBERON_0006598	presumptive structure		Blood islands are structures in the developing embryo which lead to many different parts of the circulatory system. They primarily derive from plexuses formed from angioblasts. Within them, vacuoles appear through liquefaction of the central part of the syncytium into plasma. The lumen of the blood vessels thus formed is probably intracellular. The flattened cells at the periphery form the endothelium. The nucleated red blood corpuscles develop either from small masses of the original angioblast left attached to the inner wall of the lumen or directly from the flat endothelial cells. In either case the syncytial mass thus formed projects from and is attached to the wall of the vessel. Such a mass is known as a blood island and hemoglobin gradually accumulates within it. Later the cells on the surface round up, giving the mass a mulberry-like appearance. Then the red blood cells break loose and are carried away in the plasma. Such free blood cells continue to divide. Blood islands have been seen in the area vasculosa in the omphalomesenteric vein and arteries, and in the dorsal aorta[WP, unvetted].
http://purl.obolibrary.org/obo/UBERON_0003063	prechordal plate	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		A horseshoe-shaped thickening of the endoderm at the cranial (rostral) end of the primitive streak formed by the involution of Spemann's organizer cells which, together with the notochord, induces the formation of the neural plate from the overlying ectodermal cells and contributes mesodermal type cells to the surrounding tissue.
http://purl.obolibrary.org/obo/UBERON_0003064	intermediate mesoderm	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		The intermediate mesoderm is located between the lateral mesoderm and the paraxial mesoderm. It develops into the kidney and gonads.
http://purl.obolibrary.org/obo/UBERON_0003068	axial mesoderm	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		The axial mesoderm includes the prechordal mesoderm and the chordamesoderm. It gives rise to the prechordal plate and to the notochord.
http://purl.obolibrary.org/obo/UBERON_0003072	optic cup	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		Multi-tissue structure that is comprised of neural and non-neural epithelial layers which will form the retina and retinal pigmented epithelium of the mature eye[ZFA]. double walled structured formed by expansion and invagination of the distal end of the optic vesicle that develops into the pigmented and sensory layers of the retina while the mouth of the optic cup eventually forms the pupil of the eye[MP].
http://purl.obolibrary.org/obo/UBERON_0003073	lens placode	http://purl.obolibrary.org/obo/UBERON_0011814	non-neurogenic ectodermal placode		A thickened portion of ectoderm which serves as the precursor to the lens. SOX2 and Pou2f1 are involved in its development[WP].
http://purl.obolibrary.org/obo/UBERON_0003075	neural plate	http://purl.obolibrary.org/obo/UBERON_0016879	future central nervous system		A region of embryonic ectodermal cells that lie directly above the notochord. During neurulation, they change shape and produce an infolding of the neural plate (the neural fold) that then seals to form the neural tube[XAO]. The earliest recognizable dorsal ectodermal primordium of the central nervous system present near the end of gastrulation before infolding to form the neural keel; consists of a thickened pseudostratified epithelium[ZFA].
http://purl.obolibrary.org/obo/UBERON_0003077	paraxial mesoderm	http://purl.obolibrary.org/obo/UBERON_0015212	lateral structure		The paraxial mesoderm is the mesoderm located bilaterally adjacent to the notochord and neural tube[GO].
http://purl.obolibrary.org/obo/UBERON_0003081	lateral plate mesoderm	http://purl.obolibrary.org/obo/UBERON_0007524	dense mesenchyme tissue		Portion of the middle of the three primary germ layers of the embryo that resides on the periphery of the embryo, is continuous with the extra-embryonic mesoderm, splits into two layers enclosing the intra-embryonic coelom, and gives rise to body wall structures[MP].
http://purl.obolibrary.org/obo/UBERON_0003084	heart primordium	http://purl.obolibrary.org/obo/UBERON_0001048	primordium		Bilateral groups of cells consisting of three rows: one row of endocardial precursors medially and two rows of myocardical precursors laterally. The two populations fuse at the midline to form the heart rudiment or cone.
http://purl.obolibrary.org/obo/UBERON_0003089	sclerotome	http://purl.obolibrary.org/obo/UBERON_0007530	migrating mesenchyme population		Ventral somitic compartment that is a precursor of the axial skeleton[XAO]. Sclerotomes eventually differentiate into the vertebrae and most of the skull. The caudal (posterior) half of one sclerotome fuses with the rostral (anterior) half of the adjacent one to form each vertebra. From their initial location within the somite, the sclerotome cells migrate medially towards the notochord. These cells meet the sclerotome cells from the other side to form the vertebral body. From this vertebral body, sclerotome cells move dorsally and surround the developing spinal cord, forming the vertebral arch[WP].
http://purl.obolibrary.org/obo/UBERON_0003099	cranial neural crest	http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest		Neural crest cells (NCCs) originating in the anterior part of the developing embryo and residing between the mid-diencephalon and the forming hindbrain; cranial NCCs migrate dorsolaterally to form the craniofacial mesenchyme that differentiates into various craniofacial cartilages and bones, cranial neurons, glia, and connective tissues of the face; these cells enter the pharyngeal pouches and arches where they give rise to thymic cells, bones of the middle ear and jaw (mandible), and the odontoblasts of the tooth primordia; like their counterparts in the trunk, cranial NCCs also contribute to the developing peripheral nervous system, along with the pigmented cell (i.e. melanocyte) lineage.
http://purl.obolibrary.org/obo/UBERON_0003102	surface structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		Anatomical structure that overlaps the outer epithelial layer and is adjacent to the space surrounding the organism.
http://purl.obolibrary.org/obo/UBERON_0003103	compound organ	http://purl.obolibrary.org/obo/UBERON_0000062	organ		Anatomical structure that has as its parts two or more multi-tissue structures of at least two different types and which through specific morphogenetic processes forms a single distinct structural unit demarcated by bona fide boundaries from other distinct anatomical structures of different types.
http://purl.obolibrary.org/obo/UBERON_0003104	mesenchyme	http://purl.obolibrary.org/obo/UBERON_0000479	tissue		Portion of tissue composed of mesenchymal cells (motile cells that develop from epthelia via an epithelial to mesenchymal transition) and surrounding extracellular material. Mesenchyme has different embryological origins in different metazoan taxa - in many invertebrates it derives in whole or part from ectoderm. In vertebrates it derives largely from mesoderm, and sometimes the terms are used interchangeably, e.g. lateral plate mesoderm/mesenchyme.
http://purl.obolibrary.org/obo/UBERON_0003128	cranium	http://purl.obolibrary.org/obo/UBERON_0000075	subdivision of skeletal system		Upper portion of the skull that excludes the mandible (when present in the organism).
http://purl.obolibrary.org/obo/UBERON_0003219	shell septum	http://purl.obolibrary.org/obo/UBERON_0003037	septum		Septum that divides the internal chambers (camerae) of the shell of a cephalopod, namely nautiloids or ammonoids.
http://purl.obolibrary.org/obo/UBERON_0003236	epithelium of lower jaw	http://purl.obolibrary.org/obo/UBERON_0035037	jaw epithelium		An epithelium that is part of a lower jaw [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003258	endoderm of foregut	http://purl.obolibrary.org/obo/UBERON_0015833	foregut epithelium		An endoderm that is part of a foregut [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003260	endoderm of hindgut	http://purl.obolibrary.org/obo/UBERON_0005911	endo-epithelium		An endoderm that is part of a hindgut [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003278	skeleton of lower jaw	http://purl.obolibrary.org/obo/UBERON_0010912	subdivision of skeleton		A subdivision of the skeleton that corresponds to the lower part of the mouth. The lower jaw skeleton includes the following elements, when present: lower jaw teeth, the mandible and other lower jaw bones, and Meckel's cartilage.
http://purl.obolibrary.org/obo/UBERON_0003304	mesoderm blood island	http://purl.obolibrary.org/obo/UBERON_0012275	meso-epithelium		A blood island that is part of a mesoderm.
http://purl.obolibrary.org/obo/UBERON_0003314	eye mesenchyme	http://purl.obolibrary.org/obo/UBERON_0009891	facial mesenchyme		Mesenchyme that is part of a developing camera-type eye.
http://purl.obolibrary.org/obo/UBERON_0003324	mesenchyme of lower jaw	http://purl.obolibrary.org/obo/UBERON_0034995	jaw mesenchyme		Mesenchyme that is part of a developing lower jaw [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003343	mucosa of oral region	http://purl.obolibrary.org/obo/UBERON_0003729	mouth mucosa		A mucosa that is part of a oral opening [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003350	epithelium of mucosa	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium		A layer of epithelial cells on the surface of the mucosa.
http://purl.obolibrary.org/obo/UBERON_0003353	epithelium of hindgut	http://purl.obolibrary.org/obo/UBERON_0003929	digestive tract epithelium		An epithelium that is part of a hindgut [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003386	smooth muscle of eye	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		Any of the striated muscles that move the eye and include: superior rectus, inferior rectus, medial rectus, lateral rectus, superior oblique, inferior oblique, retractor bulbi.
http://purl.obolibrary.org/obo/UBERON_0003426	dermis adipose tissue	http://purl.obolibrary.org/obo/UBERON_0003585	dermis connective tissue		An adipose tissue that is part of a dermis [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003439	nerve of trunk region	http://purl.obolibrary.org/obo/UBERON_0001021	nerve		A nerve that is part of the trunk region of the body (not to be confused with a nerve trunk).
http://purl.obolibrary.org/obo/UBERON_0003456	respiratory system lymphatic vessel	http://purl.obolibrary.org/obo/UBERON_0001473	lymphatic vessel		A lymphatic vessel that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003457	head bone	http://purl.obolibrary.org/obo/UBERON_0007914	bone of craniocervical region		A bone that is part of a head [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003462	facial bone	http://purl.obolibrary.org/obo/UBERON_0010313	neural crest-derived structure		A bone that is part of a facial skeleton [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003463	trunk bone	http://purl.obolibrary.org/obo/UBERON_0005177	trunk region element		A bone that is part of a trunk [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003496	head blood vessel	http://purl.obolibrary.org/obo/UBERON_0001981	blood vessel		A blood vessel that is part of a head [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003498	heart blood vessel	http://purl.obolibrary.org/obo/UBERON_0005985	coronary vessel		A blood vessel that is part of a heart [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003499	brain blood vessel	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		A blood vessel that is part of a brain [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003501	retina blood vessel	http://purl.obolibrary.org/obo/UBERON_0010313	neural crest-derived structure		A blood vessel that is part of a retina [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003504	respiratory system blood vessel	http://purl.obolibrary.org/obo/UBERON_0001981	blood vessel		A blood vessel that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003511	iris blood vessel	http://purl.obolibrary.org/obo/UBERON_0010313	neural crest-derived structure		A blood vessel that is part of a iris [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003513	trunk blood vessel	http://purl.obolibrary.org/obo/UBERON_0001981	blood vessel		A blood vessel that is part of a trunk [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003528	brain gray matter	http://purl.obolibrary.org/obo/UBERON_0002020	gray matter		A gray matter that is part of a brain [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003566	head connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	connective tissue		A portion of connective tissue that is part of a head [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003570	respiratory system connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	connective tissue		A portion of connective tissue that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003585	dermis connective tissue	http://purl.obolibrary.org/obo/UBERON_0010313	neural crest-derived structure		A portion of connective tissue that is part of a dermis [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003586	trunk connective tissue	http://purl.obolibrary.org/obo/UBERON_0002384	connective tissue		A portion of connective tissue that is part of a trunk [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003714	neural tissue	http://purl.obolibrary.org/obo/UBERON_0000479	tissue		Portion of tissue in the nervous system which consists of neurons and glial cells, and may also contain parts of the vasculature.
http://purl.obolibrary.org/obo/UBERON_0003729	mouth mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	mucosa		A mucous membrane that lines the mouth.
http://purl.obolibrary.org/obo/UBERON_0003824	nerve of thoracic segment	http://purl.obolibrary.org/obo/UBERON_0003439	nerve of trunk region		A nerve that is part of a thorax [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003827	thoracic segment bone	http://purl.obolibrary.org/obo/UBERON_0005181	thoracic segment organ		A bone that is part of a thorax [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003831	respiratory system muscle	http://purl.obolibrary.org/obo/UBERON_0001630	muscle organ		Any muscle organ that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003834	thoracic segment blood vessel	http://purl.obolibrary.org/obo/UBERON_0003513	trunk blood vessel		A blood vessel that is part of a thorax [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003837	thoracic segment connective tissue	http://purl.obolibrary.org/obo/UBERON_0003586	trunk connective tissue		A portion of connective tissue that is part of a thorax [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003852	rhombencephalon neural crest	http://purl.obolibrary.org/obo/UBERON_0003099	cranial neural crest		A neural crest that has_potential_to_developmentally_contribute_to a hindbrain.
http://purl.obolibrary.org/obo/UBERON_0003855	gonad mesenchyme	http://purl.obolibrary.org/obo/UBERON_0005156	reproductive structure		Mesenchyme that is part of a developing gonad [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0003911	choroid plexus epithelium	http://purl.obolibrary.org/obo/UBERON_0010371	ecto-epithelium		The epithelial component of the choroid plexus. Consists of cuboidal epithelial cells surrounding a core of capillaries and loose connective tissue.
http://purl.obolibrary.org/obo/UBERON_0003914	epithelial tube	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium		Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system.
http://purl.obolibrary.org/obo/UBERON_0003929	digestive tract epithelium	http://purl.obolibrary.org/obo/UBERON_0000483	epithelium		An epithelium that lines the lumen of the digestive tract.
http://purl.obolibrary.org/obo/UBERON_0003947	brain ventricle/choroid plexus	http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure		The brain ventricles or their associated choroid plexuses.
http://purl.obolibrary.org/obo/UBERON_0004016	dermatome	http://purl.obolibrary.org/obo/UBERON_0017650	developing mesenchymal structure		A transitional population of migrating mesenchymal cells that derive from somites and that will become dermal cells.
http://purl.obolibrary.org/obo/UBERON_0004088	orbital region	http://purl.obolibrary.org/obo/UBERON_0001444	subdivision of head		The subdivision of the face that includes the eye (eyeball plus adnexa such as eyelids) and the orbit of the skull and associated parts of the face such as the eyebrows, if present.
http://purl.obolibrary.org/obo/UBERON_0004111	anatomical conduit	http://purl.obolibrary.org/obo/UBERON_0010000	multicellular anatomical structure		Any tube, opening or passage that connects two distinct anatomical spaces.
http://purl.obolibrary.org/obo/UBERON_0004118	vasculature of iris	http://purl.obolibrary.org/obo/UBERON_0002203	vasculature of eye		A vasculature that is part of a iris [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004119	endoderm-derived structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		An anatomical structure that develops (entirely or partially) from the endoderm.
http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		An anatomical structure that develops (entirely or partially) from the mesoderm.
http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		An anatomical structure that develops (entirely or partially) from the ectoderm.
http://purl.obolibrary.org/obo/UBERON_0004122	genitourinary system	http://purl.obolibrary.org/obo/UBERON_0000467	anatomical system		Anatomical system that has as its parts the organs concerned with the production and excretion of urine and those concerned with reproduction.
http://purl.obolibrary.org/obo/UBERON_0004128	optic vesicle	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		The optic vesicle is the evagination of neurectoderm that precedes formation of the optic cup[GO]. Portion of tissue that is comprised of neuroepitheium which has pinched off from the anterior neural keel and will form the optic cup[ZFA].
http://purl.obolibrary.org/obo/UBERON_0004139	cardiogenic plate	http://purl.obolibrary.org/obo/UBERON_0002050	embryonic structure		The first recognizable structure derived from the heart field.
http://purl.obolibrary.org/obo/UBERON_0004140	primary heart field	http://purl.obolibrary.org/obo/UBERON_0007688	anlage		A specific region of the lateral mesoderm that will form the primary beating heart tube. In mammals the primary heart field gives rise to the left ventricle.
http://purl.obolibrary.org/obo/UBERON_0004141	heart tube	http://purl.obolibrary.org/obo/UBERON_0012275	meso-epithelium		An epithelial tube that will give rise to the mature heart.
http://purl.obolibrary.org/obo/UBERON_0004151	cardiac chamber	http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure		A cardiac chamber surrounds an enclosed cavity within the heart.
http://purl.obolibrary.org/obo/UBERON_0004177	hemopoietic organ	http://purl.obolibrary.org/obo/UBERON_0004120	mesoderm-derived structure		Organ that is part of the hematopoietic system.
http://purl.obolibrary.org/obo/UBERON_0004185	endodermal part of digestive tract	http://purl.obolibrary.org/obo/UBERON_0004921	subdivision of digestive tract		A portions of the gut that is derived from endoderm.
http://purl.obolibrary.org/obo/UBERON_0004221	intestine smooth muscle	http://purl.obolibrary.org/obo/UBERON_0004226	gastrointestinal system smooth muscle		A portion of smooth muscle tissue that is part of a intestine [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004225	respiratory system smooth muscle	http://purl.obolibrary.org/obo/UBERON_0001135	smooth muscle tissue		A portion of smooth muscle tissue that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004226	gastrointestinal system smooth muscle	http://purl.obolibrary.org/obo/UBERON_0001135	smooth muscle tissue		A portion of smooth muscle tissue that is part of a digestive system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004231	anal region smooth muscle	http://purl.obolibrary.org/obo/UBERON_0001135	smooth muscle tissue		A portion of smooth muscle tissue that is part of an anal region [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004232	lymphatic vessel smooth muscle	http://purl.obolibrary.org/obo/UBERON_0001135	smooth muscle tissue		A portion of smooth muscle tissue that is part of a lymphatic vessel [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004234	iris smooth muscle	http://purl.obolibrary.org/obo/UBERON_0003386	smooth muscle of eye		A portion of smooth muscle tissue that is part of a iris [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004237	blood vessel smooth muscle	http://purl.obolibrary.org/obo/UBERON_0001135	smooth muscle tissue		Smooth muscle found within, and composing the majority of the wall of blood vessels.
http://purl.obolibrary.org/obo/UBERON_0004253	skin muscle	http://purl.obolibrary.org/obo/UBERON_0001630	muscle organ		Any muscle organ that is part of a skin of body [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004274	lateral ventricle choroid plexus epithelium	http://purl.obolibrary.org/obo/UBERON_0010314	structure with developmental contribution from neural crest		A choroid plexus epithelium that is part of a lateral ventricle [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004277	eye muscle	http://purl.obolibrary.org/obo/UBERON_0004121	ectoderm-derived structure		A muscle that is part of the eye region.
http://purl.obolibrary.org/obo/UBERON_0004288	skeleton	http://purl.obolibrary.org/obo/UBERON_0034925	anatomical collection		Anatomical cluster that consists of all the skeletal elements (eg., bone, cartilage, and teeth) of the body.
http://purl.obolibrary.org/obo/UBERON_0004290	dermomyotome	http://purl.obolibrary.org/obo/UBERON_0016888	transitional anatomical structure		The bilaminar epithelium formed from the myotome and dermatome.
http://purl.obolibrary.org/obo/UBERON_0004291	heart rudiment	http://purl.obolibrary.org/obo/UBERON_0012275	meso-epithelium		A cone-like structure that is formed when myocardial progenitor cells of the heart field fuse at the midline. The heart rudiment is the first structure of the heart tube.
http://purl.obolibrary.org/obo/UBERON_0004296	respiratory system lymphatic vessel smooth muscle	http://purl.obolibrary.org/obo/UBERON_0004232	lymphatic vessel smooth muscle		A lymphatic vessel smooth muscle that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004297	respiratory system blood vessel smooth muscle	http://purl.obolibrary.org/obo/UBERON_0004237	blood vessel smooth muscle		A blood vessel smooth muscle that is part of a respiratory system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004362	pharyngeal arch 1	http://purl.obolibrary.org/obo/UBERON_0002539	pharyngeal arch		The first of the series of pharyngeal arches that develop into jaw bones or their homologs, and their associated nerves and arteries.
http://purl.obolibrary.org/obo/UBERON_0004456	entire sense organ system	http://purl.obolibrary.org/obo/UBERON_0000467	anatomical system		Sum of all sensory systems in an organism.
http://purl.obolibrary.org/obo/UBERON_0004464	musculature of thorax	http://purl.obolibrary.org/obo/UBERON_0004479	musculature of trunk		Any collection of muscles that is part of a thorax [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004471	musculature of pectoral girdle	http://purl.obolibrary.org/obo/UBERON_0014793	musculature of pectoral complex		A subdivision of the musculature of the body in the pectoral girdle region. Includes pectoral and shoulder muscles.
http://purl.obolibrary.org/obo/UBERON_0004473	musculature of face	http://purl.obolibrary.org/obo/UBERON_0008229	craniocervical region musculature		Any collection of muscles that is part of a face.
http://purl.obolibrary.org/obo/UBERON_0004479	musculature of trunk	http://purl.obolibrary.org/obo/UBERON_0001015	musculature		Any collection of muscles that is part of a trunk [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004521	vasculature of muscle organ	http://purl.obolibrary.org/obo/UBERON_0006876	vasculature of organ		A vasculature that is part of a muscle organ [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004522	vasculature of musculoskeletal system	http://purl.obolibrary.org/obo/UBERON_0002049	vasculature		A vasculature that is part of a musculoskeletal system [Automatically generated definition].
http://purl.obolibrary.org/obo/UBERON_0004529	anatomical projection	http://purl.obolibrary.org/obo/UBERON_0034768	morphological feature		A projection or outgrowth of tissue from a larger body or organ.
http://purl.obolibrary.org/obo/UBERON_0004536	lymph vasculature	http://purl.obolibrary.org/obo/UBERON_0002049	vasculature		A network of blunt ended vessels lacking direct connection to the blood vascular system. These vessels collect and drain fluids and macromolecules from interstitial spaces throughout the animal. They derive from a subpopulation of endothelial cells and have walls that are much thinner than the blood carrying vessels. Lymphatic vessels are usually classified as either superficial or deep.
http://purl.obolibrary.org/obo/UBERON_0004537	blood vasculature	http://purl.obolibrary.org/obo/UBERON_0002049	vasculature		A vascular network consisting of blood vessels.
http://purl.obolibrary.org/obo/UBERON_0004716	conceptus	http://purl.obolibrary.org/obo/UBERON_0000061	anatomical structure		The embryo and its adnexa (appendages or adjunct parts) or associated membranes (i.e. the products of conception) The conceptus includes all structures that develop from the zygote, both embryonic and extraembryonic. It includes the embryo as well as the embryonic part of the placenta and its associated membranes - amnion, chorion (gestational sac), and yolk sac[WP].
http://purl.obolibrary.org/obo/UBERON_0004731	neuromere	http://purl.obolibrary.org/obo/UBERON_0004732	segmental subdivision of nervous system		A transverse unitary subdivision of the neural tube that shares a common dorsoventral structure (floor, basal, alar, and roof plates), but each having differential molecular identities and fates; they comprise the secondary prosencephalon, diencephalon (prosomeres), the midbrain (mesomeres), and the hindbrain (rhombomeres).
http://purl.obolibrary.org/obo/UBERON_0004732	segmental subdivision of nervous system	http://purl.obolibrary.org/obo/UBERON_0000063	organ subunit		Any segmental subdivision of a nervous system. Includes metameric developmental segments, such as vertebrates neuromeres.
http://purl.obolibrary.org/obo/UBERON_0004734	gastrula	http://purl.obolibrary.org/obo/UBERON_0000922	embryo		Organism at the gastrula stage.
